price,sqft,beds,bath,laundry,pets,housing_type,parking,hood_district
2850,690.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,5.0
3850,1500.0,3.0,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3695,911.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
3575,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2595,1000.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,2.0
6300,1886.0,5.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2950,980.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,3.0
2895,800.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,7.0
3995,1000.0,3.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,3.0
4876,1285.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3200,770.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3450,1100.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
12000,3300.0,4.0,4.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3896,728.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
5600,1800.0,2.0,2.0,(a) in-unit,(c) cats,(c) multi,(b) protected,8.0
4195,1120.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
3700,1201.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2295,600.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,6.0
3400,668.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
4350,950.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
6500,1583.0,3.0,2.5,(a) in-unit,(a) both,(c) multi,(a) valet,8.0
1700,425.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
3799,861.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3198,925.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
2906,748.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2801,627.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
1500,390.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
2800,653.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2335,700.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3395,684.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
2595,900.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
3995,1190.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4495,1200.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2950,800.0,2.0,2.0,(c) no laundry,(c) cats,(c) multi,(b) protected,9.0
7200,2300.0,5.0,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
5150,1500.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(a) valet,8.0
3200,1200.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
2995,1100.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
5995,1590.0,4.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
1250,200.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
2420,729.0,1.0,1.0,(c) no laundry,(c) cats,(a) single,(d) no parking,3.0
3250,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3734,1064.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2770,690.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2095,750.0,0.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
4900,1700.0,5.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
2795,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
2550,750.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3490,750.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2549,875.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2495,595.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2490,691.0,1.0,1.0,(c) no laundry,(c) cats,(a) single,(d) no parking,3.0
2499,679.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,6.0
6495,1645.0,3.0,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
4500,1350.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3000,765.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6.0
4265,1365.0,3.0,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2195,500.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
3000,650.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
3549,790.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3595,869.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
5250,1800.0,4.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2100,500.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
1699,550.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,6.0
4700,1750.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4700,1750.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2000,500.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,4.0
2700,600.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,1.0
4099,1300.0,3.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,5.0
3595,1200.0,2.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,9.0
4695,1700.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
1950,450.0,1.0,1.0,(c) no laundry,(d) no pets,(a) single,(c) off-street,3.0
3600,1100.0,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
3625,1032.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
